"","country","year","region","continent","population","infant_mortality","fertility","gdp","life_expectancy"
"8492","Tonga",2005,"Polynesia","Oceania",100858,14.3,4.14,208129393.6,70
"8493","Trinidad and Tobago",2005,"Caribbean","Americas",1296933,23.8,1.77,11973198489,71.1
"8494","Tunisia",2005,"Northern Africa","Africa",10102477,19.6,2.03,26612888891,76.2
"8495","Turkey",2005,"Western Asia","Asia",67860617,23.2,2.23,333040988667,76.2
"8496","Turkmenistan",2005,"Central Asia","Asia",4747839,57.8,2.62,6281876966,65.8
"8497","Uganda",2005,"Eastern Africa","Africa",28042413,67.6,6.58,8565136257,53.5
"8498","Ukraine",2005,"Eastern Europe","Europe",46795313,12.5,1.26,45231599857,67.1
"8499","United Arab Emirates",2005,"Western Asia","Asia",4481976,8.4,2.15,135460942808,75.2
"8500","United Kingdom",2005,"Northern Europe","Europe",60210012,5.1,1.76,1702001557851,79
"8501","United States",2005,"Northern America","Americas",296139635,6.8,2.06,11146296666995,77.6
"8502","Uruguay",2005,"South America","Americas",3325608,12.4,2.16,23032530046,75.5
"8503","Uzbekistan",2005,"Central Asia","Asia",25922239,45.9,2.49,17905997172,68.5
"8504","Vanuatu",2005,"Melanesia","Oceania",209375,23.4,3.85,286308873.2,62.7
"8505","Venezuela",2005,"South America","Americas",26769115,15.9,2.63,132887025220,74.6
"8506","West Bank and Gaza",2005,"Western Asia","Asia",3579462,22.1,4.7,3775940953,74.6
"8507","Vietnam",2005,"South-Eastern Asia","Asia",84203817,22.6,1.9,44769045610,73.3
"8508","Yemen",2005,"Western Asia","Asia",20504385,54.5,5.39,11841701606,64.6
"8509","Zambia",2005,"Eastern Africa","Africa",12043591,68.7,5.95,4093330085,47.1
"8510","Zimbabwe",2005,"Eastern Africa","Africa",12984418,61,3.97,4557833784,45.1
"8511","Albania",2006,"Southern Europe","Europe",3050741,17.4,1.85,5033194290,76.4
"8512","Algeria",2006,"Northern Africa","Africa",33749328,27.6,2.58,70956491567,75
"8513","Angola",2006,"Middle Africa","Africa",18541467,119.4,6.6,17680168881,55.7
"8514","Antigua and Barbuda",2006,"Caribbean","Americas",83467,9.8,2.2,1116207501,74.9
"8515","Argentina",2006,"South America","Americas",39558750,14.6,2.27,340177780212,75.3
"8516","Armenia",2006,"Western Asia","Asia",3002161,19.8,1.3,3849011238,71.7
"8518","Australia",2006,"Australia and New Zealand","Oceania",20606228,4.7,1.82,504739869397,81.4
"8519","Austria",2006,"Western Europe","Europe",8269372,4,1.41,216404316585,80
"8520","Azerbaijan",2006,"Western Asia","Asia",8662137,41.5,1.99,13351645755,68.7
"8521","Bahamas",2006,"Caribbean","Americas",335801,12.5,1.86,7041535773,72
"8522","Bahrain",2006,"Western Asia","Asia",940808,9,2.37,11427017735,76.3
"8523","Bangladesh",2006,"Southern Asia","Asia",144839238,48.4,2.52,65463038830,67.5
"8524","Barbados",2006,"Caribbean","Americas",275040,14.9,1.82,2644872132,75
"8525","Belarus",2006,"Eastern Europe","Europe",9594233,6.8,1.35,20123008725,69.1
"8526","Belgium",2006,"Western Europe","Europe",10632032,4,1.78,258690550017,79.5
"8527","Belize",2006,"Central America","Americas",290751,18,3.04,1131878726,70.3
"8528","Benin",2006,"Western Africa","Africa",8443717,76.9,5.46,2838973721,58.9
"8529","Bhutan",2006,"Southern Asia","Asia",666920,42.8,2.68,679205223.4,69.8
"8530","Bolivia",2006,"South America","Americas",9283345,44.4,3.63,10246990606,70.6
"8531","Bosnia and Herzegovina",2006,"Southern Europe","Europe",3838504,7.2,1.2,7447772288,77.1
"8532","Botswana",2006,"Southern Africa","Africa",1895671,43.8,2.96,7651617602,51.2
"8533","Brazil",2006,"South America","Americas",190698241,18.2,2,768867489436,72.7
"8534","Brunei",2006,"South-Eastern Asia","Asia",368150,7.3,2.15,6941890187,76.8
"8535","Bulgaria",2006,"Eastern Europe","Europe",7624611,12.9,1.37,17952499282,72.7
"8536","Burkina Faso",2006,"Western Africa","Africa",13834195,82.7,6.19,3823420769,56.6
"8537","Burundi",2006,"Eastern Africa","Africa",8218070,76.2,6.65,980424592.2,56.4
"8538","Cambodia",2006,"South-Eastern Asia","Asia",13525360,49.8,3.16,6325863882,64.8
"8539","Cameroon",2006,"Middle Africa","Africa",18597109,75.3,5.3,12476049222,55.4
"8540","Canada",2006,"Northern America","Americas",32611436,5.2,1.61,845145064427,80.5
"8541","Cape Verde",2006,"Western Africa","Africa",478265,23.4,2.77,771724177.1,69.6
"8542","Central African Republic",2006,"Middle Africa","Africa",4127112,108.1,5,948616515.2,45.8
"8543","Chad",2006,"Middle Africa","Africa",10423616,99.4,6.99,3024016949,53.1
"8544","Chile",2006,"South America","Americas",16279728,7.6,1.92,96486092629,78.2
"8545","China",2006,"Eastern Asia","Asia",1312600877,18.7,1.52,2151202267702,72.6
"8546","Colombia",2006,"South America","Americas",43835744,17.8,2.48,127916765207,75.3
"8547","Comoros",2006,"Eastern Africa","Africa",633814,69.2,5.17,234393020.9,66.3
"8548","Congo, Dem. Rep.",2006,"Middle Africa","Africa",57926840,93.9,6.64,5599793442,56.8
"8549","Congo, Rep.",2006,"Middle Africa","Africa",3604595,57.4,5.11,4173100882,57.8
"8550","Costa Rica",2006,"Central America","Americas",4308790,8.9,2.01,21193436187,79.3
"8551","Cote d'Ivoire",2006,"Western Africa","Africa",18486392,86.7,4.96,10487850374,54.1
"8552","Croatia",2006,"Southern Europe","Europe",4368518,5.6,1.4,28085993743,75.9
"8553","Cuba",2006,"Caribbean","Americas",11275199,4.9,1.55,43762736985,77.3
"8554","Cyprus",2006,"Western Asia","Asia",1048293,3.7,1.51,11371347785,79.5
"8555","Czech Republic",2006,"Eastern Europe","Europe",10271476,4.2,1.35,76901921232,76.5
"8556","Denmark",2006,"Northern Europe","Europe",5440696,3.9,1.85,176167942355,78.3
"8557","Djibouti",2006,"Eastern Africa","Africa",788941,69.4,3.91,668748867.1,60.7
"8558","Dominican Republic",2006,"Caribbean","Americas",9371333,29.6,2.72,31582078269,73.5
"8559","Ecuador",2006,"South America","Americas",13967490,23.7,2.81,21973124162,74.3
"8560","Egypt",2006,"Northern Africa","Africa",76274285,28.1,3.02,126876016555,70.1
"8561","El Salvador",2006,"Central America","Americas",5967556,20,2.39,15329111295,73.3
"8562","Equatorial Guinea",2006,"Middle Africa","Africa",645718,89,5.46,4239290429,56.8
"8563","Eritrea",2006,"Eastern Africa","Africa",4304440,45.4,5.37,793870129.9,60
"8564","Estonia",2006,"Northern Europe","Europe",1349369,5.3,1.57,8827550545,72.9
"8565","Ethiopia",2006,"Eastern Africa","Africa",78735675,65.3,5.52,12384159131,57.2
"8566","Fiji",2006,"Melanesia","Oceania",827390,20.2,2.82,1933591137,64.8
"8567","Finland",2006,"Northern Europe","Europe",5266600,2.9,1.84,144797309748,79.2
"8568","France",2006,"Western Europe","Europe",61609991,3.7,1.95,1471687515757,80.7
"8570","Gabon",2006,"Middle Africa","Africa",1408920,49,4.34,5588238866,60.9
"8571","Gambia",2006,"Western Africa","Africa",1487731,55.6,5.8,954571694.3,65.2
"8572","Georgia",2006,"Western Asia","Asia",4429186,20.2,1.72,4763429293,71.9
"8573","Germany",2006,"Western Europe","Europe",81055904,3.8,1.36,2015244849889,79.7
"8574","Ghana",2006,"Western Africa","Africa",21951891,55.6,4.33,6771379934,61.2
"8575","Greece",2006,"Southern Europe","Europe",11098212,4.6,1.4,160060884679,80
"8577","Grenada",2006,"Caribbean","Americas",103259,12.3,2.32,568497398,70.5
"8578","Guatemala",2006,"Central America","Americas",13490041,32.3,4.28,23597025901,70.2
"8579","Guinea",2006,"Western Africa","Africa",9898301,81.9,5.5,5061531939,56.4
"8580","Guinea-Bissau",2006,"Western Africa","Africa",1494603,86.7,5.39,215273017.1,53
"8581","Guyana",2006,"South America","Americas",743705,34.1,2.75,776104320.3,64.8
"8582","Haiti",2006,"Caribbean","Americas",9409479,64.1,3.66,3645815936,60.3
"8583","Honduras",2006,"Central America","Americas",7007029,24.1,3.41,9505547333,71.4
"8585","Hungary",2006,"Eastern Europe","Europe",10078461,6.8,1.31,59101837692,73.3
"8586","Iceland",2006,"Northern Europe","Europe",300887,2.3,2.09,11225410811,81.8
"8587","India",2006,"Southern Asia","Asia",1162088305,53.9,2.75,719561619358,63.9
"8588","Indonesia",2006,"South-Eastern Asia","Asia",229263980,32.1,2.5,219327471266,68.9
"8589","Iran",2006,"Southern Asia","Asia",70923164,20.5,1.87,140786359715,72.4
"8590","Iraq",2006,"Western Asia","Asia",27716983,32.4,4.48,20193296331,65.1
"8591","Ireland",2006,"Northern Europe","Europe",4293942,4.1,1.99,130660880329,79.8
"8592","Israel",2006,"Western Asia","Asia",6754836,4.3,2.91,146121402339,79.6
"8593","Italy",2006,"Southern Europe","Europe",58918471,3.7,1.34,1184855583062,81.2
"8594","Jamaica",2006,"Caribbean","Americas",2691444,16.7,2.44,10235624545,75.5
"8595","Japan",2006,"Eastern Asia","Asia",127136576,2.7,1.32,5105877836025,82.2
"8596","Jordan",2006,"Western Asia","Asia",5530218,19.9,3.69,12459768320,75.5
"8597","Kazakhstan",2006,"Central Asia","Asia",15603072,26.8,2.38,33162261239,65.3
"8598","Kenya",2006,"Eastern Africa","Africa",36286015,51.8,4.88,16133989515,58.4
"8599","Kiribati",2006,"Micronesia","Oceania",94257,49.5,3.25,75699705.57,61
"8600","South Korea",2006,"Eastern Asia","Asia",47901643,4.5,1.2,698799258266,79.1
"8601","Kuwait",2006,"Western Asia","Asia",2389498,10,2.65,58866086616,77.7
"8602","Kyrgyz Republic",2006,"Central Asia","Asia",5166644,33,2.65,1700482777,66.7
"8603","Lao",2006,"South-Eastern Asia","Asia",5838837,67.8,3.52,2544965999,60.8
"8604","Latvia",2006,"Northern Europe","Europe",2199105,10.1,1.43,13030690849,70.8
"8605","Lebanon",2006,"Western Asia","Asia",4057041,11.2,1.69,20911331543,77.4
"8606","Lesotho",2006,"Southern Africa","Africa",1940345,87.5,3.48,897523944.6,43.1
"8607","Liberia",2006,"Western Africa","Africa",3384804,81.9,5.37,652639709.3,58.8
"8608","Libya",2006,"Northern Africa","Africa",5907149,18.6,2.74,43960015284,75.5
"8609","Lithuania",2006,"Northern Europe","Europe",3305529,7.7,1.35,17944975000,71.5
"8610","Luxembourg",2006,"Western Europe","Europe",465546,2.6,1.62,25381346505,80.3
"8612","Macedonia, FYR",2006,"Southern Europe","Europe",2047330,11.6,1.5,4072129927,74.1
"8613","Madagascar",2006,"Eastern Africa","Africa",18826129,50.6,4.95,4557258852,61.7
"8614","Malawi",2006,"Eastern Africa","Africa",13112383,67.1,5.9,2072290116,49.6
"8615","Malaysia",2006,"South-Eastern Asia","Asia",26263048,6.9,2.15,125138421053,74.5
"8616","Maldives",2006,"Southern Asia","Asia",310168,17.2,2.45,977140736.4,77.5
"8617","Mali",2006,"Western Africa","Africa",13309942,93.2,6.8,3468639046,57.4
"8618","Malta",2006,"Southern Europe","Europe",399892,5.9,1.37,4229019047,81
"8619","Mauritania",2006,"Western Africa","Africa",3241762,74,5.04,1928387628,67
"8620","Mauritius",2006,"Eastern Africa","Africa",1227714,14,1.69,5536815245,72.5
"8621","Mexico",2006,"Central America","Americas",111382857,16.2,2.41,669864782183,75.4
"8622","Micronesia, Fed. Sts.",2006,"Micronesia","Oceania",105680,36.6,3.74,240271104.7,67.7
"8623","Moldova",2006,"Eastern Europe","Europe",4144651,16,1.49,1900665178,69.8
"8624","Mongolia",2006,"Eastern Asia","Asia",2558484,32.7,2.25,1689531996,64
"8625","Montenegro",2006,"Southern Europe","Europe",617462,8.8,1.75,1227907722,75.2
"8626","Morocco",2006,"Northern Africa","Africa",30691434,33.2,2.38,50863330782,72.9
"8627","Mozambique",2006,"Eastern Africa","Africa",21737860,86.6,5.63,6893450298,53
"8628","Namibia",2006,"Southern Africa","Africa",2053915,44.1,3.51,5324020759,54.9
"8629","Nepal",2006,"Southern Asia","Asia",25794344,44.1,3.19,6709559955,67.8
"8630","Netherlands",2006,"Western Europe","Europe",16401105,4.3,1.72,425124149957,79.9
"8632","New Zealand",2006,"Australia and New Zealand","Oceania",4187584,5.3,2.09,63200977861,79.9
"8633","Nicaragua",2006,"Central America","Americas",5450217,25.3,2.8,4788455384,76.7
"8634","Niger",2006,"Western Africa","Africa",13995530,78.7,7.6,2311973611,56.6
"8635","Nigeria",2006,"Western Africa","Africa",143318011,93.4,6.02,65740242424,57.4
"8636","Norway",2006,"Northern Europe","Europe",4667105,3.1,1.9,192233391607,80.4
"8637","Oman",2006,"Western Asia","Asia",2553376,10.6,2.91,24921898556,76
"8638","Pakistan",2006,"Southern Asia","Asia",156524189,78.7,3.71,100186010330,63.7
"8639","Panama",2006,"Central America","Americas",3378600,19,2.67,15573098990,77.2
"8640","Papua New Guinea",2006,"Melanesia","Oceania",6236158,54.7,4.17,3916288942,58
"8641","Paraguay",2006,"South America","Americas",5882797,23.1,3.19,8371707752,74
"8642","Peru",2006,"South America","Americas",27949958,20.1,2.65,70497520780,77.7
"8643","Philippines",2006,"South-Eastern Asia","Asia",87592899,26.9,3.4,106721360539,69.2
"8644","Poland",2006,"Eastern Europe","Europe",38478763,6.3,1.29,211779433442,75.2
"8645","Portugal",2006,"Southern Europe","Europe",10516559,3.5,1.39,124006192051,79
"8647","Qatar",2006,"Western Asia","Asia",988448,8.6,2.42,31376173840,76.7
"8648","Romania",2006,"Eastern Europe","Europe",21205977,16.7,1.31,52761301149,72.8
"8649","Russia",2006,"Eastern Europe","Europe",143338407,13.3,1.3,378223527671,66.7
"8650","Rwanda",2006,"Eastern Africa","Africa",9231041,63.1,5.27,2737350891,61.6
"8651","St. Lucia",2006,"Caribbean","Americas",167656,14.8,2.03,839865385.4,73.4
"8652","St. Vincent and the Grenadines",2006,"Caribbean","Americas",108908,19.2,2.15,518425049.5,70.6
"8653","Samoa",2006,"Polynesia","Oceania",181072,16.4,4.46,320241629.4,72
"8654","Saudi Arabia",2006,"Western Asia","Asia",25419994,16.4,3.14,234111140403,77.9
"8655","Senegal",2006,"Western Africa","Africa",11578430,54,5.18,6041595932,62.5
"8656","Serbia",2006,"Southern Europe","Europe",9154760,7.3,1.45,8172595498,73.6
"8657","Seychelles",2006,"Eastern Africa","Africa",89896,12.2,2.28,653242423.3,72.3
"8658","Sierra Leone",2006,"Western Africa","Africa",5243214,124.5,5.34,1293976843,52.7
"8659","Singapore",2006,"South-Eastern Asia","Asia",4614637,2.3,1.28,131714117434,80.2
"8660","Slovak Republic",2006,"Eastern Europe","Europe",5387734,8.2,1.26,39541185362,74.5
"8661","Slovenia",2006,"Southern Europe","Europe",2005566,3.3,1.36,25262671897,77.9
"8662","Solomon Islands",2006,"Melanesia","Oceania",480716,27.6,4.46,490183884.1,61.9
"8663","South Africa",2006,"Southern Africa","Africa",49027805,50,2.63,169353717106,52.5
"8664","Spain",2006,"Southern Europe","Europe",44537926,4.6,1.38,709148044936,80.7
"8665","Sri Lanka",2006,"Southern Asia","Asia",19672418,11.4,2.3,21359771931,73.9
"8666","Sudan",2006,"Northern Africa","Africa",32809056,58.5,4.96,17854598587,64.9
"8667","Suriname",2006,"South America","Americas",495953,25,2.48,1223312567,70
"8668","Swaziland",2006,"Southern Africa","Africa",1118204,76.8,3.82,1747867421,43.1
"8669","Sweden",2006,"Northern Europe","Europe",9087251,2.8,1.87,294498396948,80.8
"8670","Switzerland",2006,"Western Europe","Europe",7480317,4.2,1.44,276377653102,81.5
"8671","Syria",2006,"Western Asia","Asia",18728200,15.4,3.31,25819314494,75.7
"8672","Tajikistan",2006,"Central Asia","Asia",6949566,51.4,3.64,1175016606,68.7
"8673","Tanzania",2006,"Eastern Africa","Africa",40260847,55.2,5.62,15282420026,57.9
"8674","Thailand",2006,"South-Eastern Asia","Asia",66174486,14.6,1.52,165400160325,73.5
"8675","Timor-Leste",2006,"South-Eastern Asia","Asia",1008389,63.9,6.7,304215734.3,68.5
"8676","Togo",2006,"Western Africa","Africa",5732175,65.7,4.96,1423394866,57.5
"8677","Tonga",2006,"Polynesia","Oceania",101507,14.4,4.1,208373017.4,70.1
"8678","Trinidad and Tobago",2006,"Caribbean","Americas",1303141,23.3,1.78,13553660689,71.3
"8679","Tunisia",2006,"Northern Africa","Africa",10196441,18.5,2.03,28117653870,76.4
"8680","Turkey",2006,"Western Asia","Asia",68704721,21.7,2.2,355999132580,76.7
"8681","Turkmenistan",2006,"Central Asia","Asia",4801594,56.2,2.57,6998010941,66.3
"8682","Uganda",2006,"Eastern Africa","Africa",29000925,63.4,6.51,9488864309,54.9
"8683","Ukraine",2006,"Eastern Europe","Europe",46502718,12,1.3,48533506647,67.9
"8684","United Arab Emirates",2006,"Western Asia","Asia",5171255,8.2,2.07,148879963946,75.7
"8685","United Kingdom",2006,"Northern Europe","Europe",60648850,5,1.8,1746374722576,79.2
"8686","United States",2006,"Northern America","Americas",298860519,6.7,2.11,11442690235793,77.8
"8687","Uruguay",2006,"South America","Americas",3331041,12,2.14,23976536117,75.7
"8688","Uzbekistan",2006,"Central Asia","Asia",26242947,44.6,2.48,19213134965,68.8
"8689","Vanuatu",2006,"Melanesia","Oceania",214635,23.5,3.76,307381998.4,62.9
"8690","Venezuela",2006,"South America","Americas",27221228,15.4,2.6,146005830495,74.5
"8692","Vietnam",2006,"South-Eastern Asia","Asia",84979667,22,1.89,48453031029,73.5
"8693","Yemen",2006,"Western Asia","Asia",21093973,51.9,5.2,12217132024,65
"8694","Zambia",2006,"Eastern Africa","Africa",12381509,64.9,5.93,4348147615,47.9
"8695","Zimbabwe",2006,"Eastern Africa","Africa",13127942,60.3,3.94,4400064590,45.5
"8696","Albania",2007,"Southern Europe","Europe",3010849,16.7,1.8,5330152753,76.6
"8697","Algeria",2007,"Northern Africa","Africa",34261971,26.4,2.66,73085186314,75.3
"8698","Angola",2007,"Middle Africa","Africa",19183907,117.1,6.52,21674668197,56.2
"8699","Antigua and Barbuda",2007,"Caribbean","Americas",84397,9.2,2.18,1009354032,75.3
"8700","Argentina",2007,"South America","Americas",39969903,14.1,2.25,369614509411,75.2
"8701","Armenia",2007,"Western Asia","Asia",2988117,18.8,1.4,4378219566,72.3
"8703","Australia",2007,"Australia and New Zealand","Oceania",20975949,4.5,1.92,522729696645,81.5
"8704","Austria",2007,"Western Europe","Europe",8301290,3.8,1.38,224424149682,80.1
"8705","Azerbaijan",2007,"Western Asia","Asia",8763359,39.3,1.99,16696099500,69.1
"8706","Bahamas",2007,"Caribbean","Americas",342259,12.2,1.88,7143393152,71.8
"8707","Bahrain",2007,"Western Asia","Asia",1026568,8.5,2.29,12380031014,77
"8708","Bangladesh",2007,"Southern Asia","Asia",146592687,45.9,2.44,69670899876,67.7
"8709","Barbados",2007,"Caribbean","Americas",276154,14.5,1.83,2657506213,75.1
"8710","Belarus",2007,"Eastern Europe","Europe",9556061,6.2,1.39,21863108809,69.7
"8711","Belgium",2007,"Western Europe","Europe",10704830,3.9,1.8,266243709886,79.5
"8712","Belize",2007,"Central America","Americas",298403,17.6,2.97,1147050000,70.6
"8713","Benin",2007,"Western Africa","Africa",8707637,75.2,5.37,2969566512,59.2
"8714","Bhutan",2007,"Southern Asia","Asia",681471,40.4,2.59,800957405.1,70.3
"8715","Bolivia",2007,"South America","Americas",9441482,42.2,3.55,10714702655,70.9
"8716","Bosnia and Herzegovina",2007,"Southern Europe","Europe",3840418,7.1,1.21,7957050958,77.3
"8717","Botswana",2007,"Southern Africa","Africa",1930431,45.5,2.91,8019553719,52.4
"8718","Brazil",2007,"South America","Americas",192784521,17.1,1.94,815703390474,73
"8719","Brunei",2007,"South-Eastern Asia","Asia",374459,7.3,2.12,6952621062,76.8
"8720","Bulgaria",2007,"Eastern Europe","Europe",7568378,12.3,1.4,19101459236,72.9
"8721","Burkina Faso",2007,"Western Africa","Africa",14264002,79.2,6.12,3961301219,57.4
"8722","Burundi",2007,"Eastern Africa","Africa",8514578,72.7,6.57,1027346066,57.9
"8723","Cambodia",2007,"South-Eastern Asia","Asia",13728700,46.5,3.1,6971897273,65.4
"8724","Cameroon",2007,"Middle Africa","Africa",19078100,73.1,5.24,12912710945,55.7
"8725","Canada",2007,"Northern America","Americas",32982275,5.1,1.66,863738436331,80.6
"8726","Cape Verde",2007,"Western Africa","Africa",481278,23.6,2.66,838471844.9,69.6
"8727","Central African Republic",2007,"Middle Africa","Africa",4202104,106.9,4.9,983715326.2,46.2
"8728","Chad",2007,"Middle Africa","Africa",10779504,98.1,6.9,3030064983,54
"8729","Chile",2007,"South America","Americas",16462701,7.6,1.9,101465571562,78.3
"8730","China",2007,"Eastern Asia","Asia",1319625197,17.2,1.53,2456672989716,73.1
"8731","Colombia",2007,"South America","Americas",44374647,17.3,2.45,136743824883,75.9
"8732","Comoros",2007,"Eastern Africa","Africa",649404,67.9,5.11,235543869.4,66.6
"8733","Congo, Dem. Rep.",2007,"Middle Africa","Africa",59834875,91.5,6.55,5950214773,57.1
"8734","Congo, Rep.",2007,"Middle Africa","Africa",3715665,53.1,5.11,4106748578,58.3
"8735","Costa Rica",2007,"Central America","Americas",4369465,8.9,1.95,22875207933,79.6
"8736","Cote d'Ivoire",2007,"Western Africa","Africa",18862172,84.1,4.93,10667682580,54.9
"8737","Croatia",2007,"Southern Europe","Europe",4357114,5.3,1.41,29507125184,76
"8738","Cuba",2007,"Caribbean","Americas",11284043,4.8,1.52,46940846885,77.5
"8739","Cyprus",2007,"Western Asia","Asia",1063040,3.5,1.5,11954759661,79.8
"8740","Czech Republic",2007,"Eastern Europe","Europe",10330487,3.9,1.39,81312346952,76.8
"8741","Denmark",2007,"Northern Europe","Europe",5466988,3.7,1.85,178957142594,78.4
"8742","Djibouti",2007,"Eastern Africa","Africa",799309,67.5,3.83,702855469.8,61.5
"8743","Dominican Republic",2007,"Caribbean","Americas",9504336,29.1,2.69,34258540899,73.7
"8744","Ecuador",2007,"South America","Americas",14205479,23.1,2.77,22420870170,74.5
"8745","Egypt",2007,"Northern Africa","Africa",77605327,27.1,2.99,135868769654,70.3
"8746","El Salvador",2007,"Central America","Americas",5986414,19.2,2.35,15917713172,73.5
"8747","Equatorial Guinea",2007,"Middle Africa","Africa",665798,86.3,5.39,5148299307,57.1
"8748","Eritrea",2007,"Eastern Africa","Africa",4406299,43.7,5.27,805194805.2,60.1
"8749","Estonia",2007,"Northern Europe","Europe",1344233,4.8,1.6,9488928631,73
"8750","Ethiopia",2007,"Eastern Africa","Africa",80891968,61,5.35,13802890302,58.6
"8751","Fiji",2007,"Melanesia","Oceania",834729,20.3,2.77,1917139709,64.9
"8752","Finland",2007,"Northern Europe","Europe",5289333,2.9,1.83,152522572324,79.4
"8753","France",2007,"Western Europe","Europe",61966193,3.6,1.96,1505321677069,81
"8755","Gabon",2007,"Middle Africa","Africa",1440902,47.4,4.3,5898573546,61.6
"8756","Gambia",2007,"Western Africa","Africa",1536424,54.5,5.8,1011867197,65.3
"8757","Georgia",2007,"Western Asia","Asia",4385885,18.6,1.76,5351427005,72.1
"8758","Germany",2007,"Western Europe","Europe",80854515,3.7,1.36,2081124117403,79.9
"8759","Ghana",2007,"Western Africa","Africa",22528041,54.4,4.26,7208793173,61.6
"8760","Greece",2007,"Southern Europe","Europe",11131302,4.4,1.43,164856617856,79.8
"8762","Grenada",2007,"Caribbean","Americas",103587,12.1,2.3,604222784.9,70.7
"8763","Guatemala",2007,"Central America","Americas",13797629,31.2,4.2,25084585160,71
"8764","Guinea",2007,"Western Africa","Africa",10152521,79,5.42,5150498469,56.8
"8765","Guinea-Bissau",2007,"Western Africa","Africa",1527342,83.3,5.32,222166391.5,53.2
"8766","Guyana",2007,"South America","Americas",745638,33.9,2.75,830589276.3,64.9
"8767","Haiti",2007,"Caribbean","Americas",9556958,62.7,3.58,3767705735,60.8
"8768","Honduras",2007,"Central America","Americas",7133737,23.2,3.34,10093784782,71.6
"8770","Hungary",2007,"Eastern Europe","Europe",10064138,6.5,1.32,59169627001,73.6
"8771","Iceland",2007,"Northern Europe","Europe",305415,2.2,2.11,11897251672,82.1
"8772","India",2007,"Southern Asia","Asia",1179685631,51.9,2.69,790088337362,64.3
"8773","Indonesia",2007,"South-Eastern Asia","Asia",232296830,30.9,2.49,233243848107,69.2
"8774","Iran",2007,"Southern Asia","Asia",71720859,19.4,1.87,151802594344,72.8
"8775","Iraq",2007,"Western Asia","Asia",28423538,31.8,4.41,20496195776,65.3
"8776","Ireland",2007,"Northern Europe","Europe",4388612,3.9,2,137432137279,80.1
"8777","Israel",2007,"Western Asia","Asia",6920762,4.1,2.91,154153404721,80.3
"8778","Italy",2007,"Southern Europe","Europe",59138599,3.6,1.37,1204797445901,81.3
"8779","Jamaica",2007,"Caribbean","Americas",2704606,16.5,2.41,10297038292,75.3
"8780","Japan",2007,"Eastern Asia","Asia",127250015,2.6,1.33,5217808186995,82.4
"8781","Jordan",2007,"Western Asia","Asia",5759424,19.3,3.64,13478443882,76.3
"8782","Kazakhstan",2007,"Central Asia","Asia",15755242,24.8,2.46,36113702490,65.8
"8783","Kenya",2007,"Eastern Africa","Africa",37250540,49.5,4.82,17262285409,59.8
"8784","Kiribati",2007,"Micronesia","Oceania",96310,49.5,3.19,76008011.33,61.2
"8785","South Korea",2007,"Eastern Asia","Asia",48205062,4.1,1.21,734478718311,79.4
"8786","Kuwait",2007,"Western Asia","Asia",2538591,9.8,2.67,61440300584,77.7
"8787","Kyrgyz Republic",2007,"Central Asia","Asia",5228937,31.7,2.73,1845752891,67
"8788","Lao",2007,"South-Eastern Asia","Asia",5939634,65.5,3.48,2738302709,61.7
"8789","Latvia",2007,"Northern Europe","Europe",2171378,9.6,1.47,14330842539,71.3
"8790","Lebanon",2007,"Western Asia","Asia",4085426,10.4,1.62,22479859654,77.5
"8791","Lesotho",2007,"Southern Africa","Africa",1955656,84.3,3.41,940007924.9,43.3
"8792","Liberia",2007,"Western Africa","Africa",3522337,76.9,5.28,755026240.7,59.3
"8793","Libya",2007,"Northern Africa","Africa",6017794,17.3,2.69,46597616201,75.5
"8794","Lithuania",2007,"Northern Europe","Europe",3264304,7.2,1.39,19710725000,71.4
"8795","Luxembourg",2007,"Western Europe","Europe",474705,2.4,1.62,27066319405,80.6
"8797","Macedonia, FYR",2007,"Southern Europe","Europe",2051427,11,1.49,4322519752,74.3
"8798","Madagascar",2007,"Eastern Africa","Africa",19371031,47.9,4.87,4841663813,62
"8799","Malawi",2007,"Eastern Africa","Africa",13498377,64.5,5.84,2192482943,51
"8800","Malaysia",2007,"South-Eastern Asia","Asia",26730607,6.9,2.09,133247631579,74.5
"8801","Maldives",2007,"Southern Asia","Asia",315515,15.3,2.41,1080294819,78.1
"8802","Mali",2007,"Western Africa","Africa",13759226,90.1,6.81,3617790525,58
"8803","Malta",2007,"Southern Europe","Europe",403076,5.9,1.38,4409988376,80.9
"8804","Mauritania",2007,"Western Africa","Africa",3328285,73.1,4.99,1959519170,67.5
"8805","Mauritius",2007,"Eastern Africa","Africa",1232997,14.1,1.63,5862115926,72.7
"8806","Mexico",2007,"Central America","Americas",113139374,15.8,2.38,691704027302,75.6
"8807","Micronesia, Fed. Sts.",2007,"Micronesia","Oceania",105080,35.7,3.66,235138826.9,67.9
"8808","Moldova",2007,"Eastern Europe","Europe",4128459,15.5,1.49,1958976512,70
"8809","Mongolia",2007,"Eastern Asia","Asia",2592776,30.6,2.32,1862675512,64.4
"8810","Montenegro",2007,"Southern Europe","Europe",618592,8.2,1.73,1359293848,75.6
"8811","Morocco",2007,"Northern Africa","Africa",31011322,31.9,2.4,52239577756,73.1
"8812","Mozambique",2007,"Eastern Africa","Africa",22359637,81.5,5.59,7395431383,53.2
"8813","Namibia",2007,"Southern Africa","Africa",2083174,42.7,3.44,5610147245,57.5
