Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher	Image-URL-S	Image-URL-M	Image-URL-L
12927	0060182458	Meetings With the Archangel: A Comedy of the Spirit	Stephen Mitchell	1998	HarperCollins Publishers	http://images.amazon.com/images/P/0060182458.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060182458.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060182458.01.LZZZZZZZ.jpg	
12928	0486272842	Great Love Poems (Dover Thrift Editions)	Shane Weller	1992	Dover Publications	http://images.amazon.com/images/P/0486272842.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0486272842.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0486272842.01.LZZZZZZZ.jpg	
12929	006000181X	With Her Last Breath	Cait London	2003	Avon	http://images.amazon.com/images/P/006000181X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/006000181X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/006000181X.01.LZZZZZZZ.jpg	
12930	0440204127	The Eldest Son (Mantlemass Chronicle, No 4)	Barbara Willard	1989	Laurel-Leaf Books	http://images.amazon.com/images/P/0440204127.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440204127.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440204127.01.LZZZZZZZ.jpg	
12931	0312284624	Raising the Bar : The Championship Years of Tiger Woods	Tim Rosaforte	2002	St. Martin's Griffin	http://images.amazon.com/images/P/0312284624.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0312284624.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0312284624.01.LZZZZZZZ.jpg	
12932	0061012939	Comanche Trail (Tony Hillerman's Frontier)	Will Camp	1999	HarperTorch	http://images.amazon.com/images/P/0061012939.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0061012939.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0061012939.01.LZZZZZZZ.jpg	
12933	0671026704	Serpent From The Numa Files	Clive Cussler	1999	Pocket	http://images.amazon.com/images/P/0671026704.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671026704.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671026704.01.LZZZZZZZ.jpg	
12934	0425126455	Hammerheads	Dale Brown	1995	Berkley Publishing Group	http://images.amazon.com/images/P/0425126455.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425126455.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425126455.01.LZZZZZZZ.jpg	
12935	0671704648	Cyclops (Clive Cussler)	Clive Cussler	1989	Pocket	http://images.amazon.com/images/P/0671704648.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671704648.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671704648.01.LZZZZZZZ.jpg	
12936	0553277405	Night Probe!	Clive Cussler	1995	Bantam	http://images.amazon.com/images/P/0553277405.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553277405.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553277405.01.LZZZZZZZ.jpg	
12937	0553273906	Vixen 03	Clive Cussler	1984	Bantam Books	http://images.amazon.com/images/P/0553273906.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553273906.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553273906.01.LZZZZZZZ.jpg	
12938	0671760556	AEROSCOUTS	Charles Holley	1992	Pocket	http://images.amazon.com/images/P/0671760556.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671760556.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671760556.01.LZZZZZZZ.jpg	
12939	0201357569	Problem Solving Abstracting Design Using C++ (AP Version)	Frank L. Friedman	1998	Addison Wesley Publishing Company	http://images.amazon.com/images/P/0201357569.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0201357569.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0201357569.01.LZZZZZZZ.jpg	
12940	0441917712	Worms of the Earth	Howard Robert E.	1987	Ace Books	http://images.amazon.com/images/P/0441917712.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0441917712.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0441917712.01.LZZZZZZZ.jpg	
12941	067973614X	The Mask of Benevolence: Disabling the Deaf Community	Harlan Lane	1993	Vintage Books USA	http://images.amazon.com/images/P/067973614X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/067973614X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/067973614X.01.LZZZZZZZ.jpg	
12942	0425104958	Reflections on the Civil War	Bruce Catton	1987	Berkley Publishing Group	http://images.amazon.com/images/P/0425104958.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425104958.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425104958.01.LZZZZZZZ.jpg	
12943	0195049446	A Guide to Library Research Methods	Thomas Mann	1990	Oxford University Press	http://images.amazon.com/images/P/0195049446.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0195049446.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0195049446.01.LZZZZZZZ.jpg	
12944	0373226128	Colorado's Finest (Harlequin Intrigue 612)	Sheryl Lynn	2001	Harlequin	http://images.amazon.com/images/P/0373226128.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373226128.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373226128.01.LZZZZZZZ.jpg	
12945	0373707932	When Sparks Fly (Superromance , No 793)	Lynnette Kent	1998	Harlequin	http://images.amazon.com/images/P/0373707932.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373707932.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373707932.01.LZZZZZZZ.jpg	
12946	0373244819	Mad Enough To Marry (Silhouette Special Edition, No. 1481)	Christie Ridgway	2002	Silhouette	http://images.amazon.com/images/P/0373244819.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373244819.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373244819.01.LZZZZZZZ.jpg	
12947	037324407X	Handprints (Silhouette 1407)	Myrna Temte	2001	Silhouette	http://images.amazon.com/images/P/037324407X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/037324407X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/037324407X.01.LZZZZZZZ.jpg	
12948	0684871335	Fire on the Waters : A Novel of the Civil War at Sea	David Poyer	2001	Simon &amp	 Schuster	http://images.amazon.com/images/P/0684871335.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0684871335.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0684871335.01.LZZZZZZZ.jpg	
12949	0806946067	Pranks, tricks, and practical jokes	Gyles Daubeney Brandreth	1979	Sterling Pub. Co	http://images.amazon.com/images/P/0806946067.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0806946067.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0806946067.01.LZZZZZZZ.jpg	
12950	0553127853	Light of the Moon	Barbara Cartland	1979	Bantam Books	http://images.amazon.com/images/P/0553127853.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553127853.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553127853.01.LZZZZZZZ.jpg	
12951	067100400X	Courting Susannah	Linda Lael Miller	2000	Pocket	http://images.amazon.com/images/P/067100400X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/067100400X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/067100400X.01.LZZZZZZZ.jpg	
12952	0446361828	Glorious Dawn	Dorothy Garlock	1992	Warner Books	http://images.amazon.com/images/P/0446361828.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0446361828.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0446361828.01.LZZZZZZZ.jpg	
12953	0373613717	The Bluewater Affair (Family Secrets, No. 4)	Cindy Gerard	2003	Silhouette	http://images.amazon.com/images/P/0373613717.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373613717.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373613717.01.LZZZZZZZ.jpg	
12954	0399230416	Angelfish	Laurence Yep	2001	G. P. Putnam's Sons	http://images.amazon.com/images/P/0399230416.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0399230416.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0399230416.01.LZZZZZZZ.jpg	
12955	0441316271	The Hand of Zei	L. Sprague De Camp	1982	Ace Books	http://images.amazon.com/images/P/0441316271.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0441316271.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0441316271.01.LZZZZZZZ.jpg	
12956	0373085273	Matter Of Timing (Silhouette Romance, No 527)	Dixie Browning	1987	Silhouette	http://images.amazon.com/images/P/0373085273.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373085273.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373085273.01.LZZZZZZZ.jpg	
12957	0671737848	Rebellious Desire	Julie Garwood	1991	Pocket	http://images.amazon.com/images/P/0671737848.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671737848.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671737848.01.LZZZZZZZ.jpg	
12958	0445205296	The Snow Queen	Joan D. Vinge	1989	Warner Books	http://images.amazon.com/images/P/0445205296.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0445205296.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0445205296.01.LZZZZZZZ.jpg	
12959	0671698338	The MAN-KZIN WARS II	Larry Niven	1989	Baen	http://images.amazon.com/images/P/0671698338.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671698338.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671698338.01.LZZZZZZZ.jpg	
12960	0312953186	Flesh and Blood	James Neal Harvey	1996	St Martins Pr (Mm)	http://images.amazon.com/images/P/0312953186.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0312953186.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0312953186.01.LZZZZZZZ.jpg	
12961	0843949511	Dead Love	Donald Beman	2001	Leisure Books	http://images.amazon.com/images/P/0843949511.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0843949511.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0843949511.01.LZZZZZZZ.jpg	
12962	0688130984	Black Pearls for Parents: Meditations, Affirmations, and Inspirations for African-American Parents	Eric V. Copage	1995	Quill Press	http://images.amazon.com/images/P/0688130984.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0688130984.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0688130984.01.LZZZZZZZ.jpg	
12963	055357275X	Tyrant's Test (Star Wars: The Black Fleet Crisis, Book 3)	Michael P. Kube-McDowell	1998	Bantam	http://images.amazon.com/images/P/055357275X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/055357275X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/055357275X.01.LZZZZZZZ.jpg	
12964	055329802X	Champions of the Force (Star Wars: The Jedi Academy Trilogy, Vol. 3)	Kevin J. Anderson	1994	Bantam	http://images.amazon.com/images/P/055329802X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/055329802X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/055329802X.01.LZZZZZZZ.jpg	
12965	037307610X	Surrogate Dad (Silhouette Intimate Moments, No 610)	Judy Collins	1994	Silhouette	http://images.amazon.com/images/P/037307610X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/037307610X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/037307610X.01.LZZZZZZZ.jpg	
12966	0373196571	The Wish  (Soulmates)	Diane Pershing	2003	Harlequin	http://images.amazon.com/images/P/0373196571.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373196571.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373196571.01.LZZZZZZZ.jpg	
12967	0843945788	Images in Scarlet	Samantha Lee	1999	Leisure Books	http://images.amazon.com/images/P/0843945788.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0843945788.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0843945788.01.LZZZZZZZ.jpg	
12968	0373764456	Single Father Seeks...  (Wife, Inc.) (Silhouette Desire, No. 1445)	Amy J. Fetzer	2002	Silhouette	http://images.amazon.com/images/P/0373764456.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373764456.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373764456.01.LZZZZZZZ.jpg	
12969	0373834160	Christmas Affairs	Helen Bianchin	1999	Harlequin	http://images.amazon.com/images/P/0373834160.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373834160.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373834160.01.LZZZZZZZ.jpg	
12970	0821773216	Sunlight On Josephine Street:  The Cuvier Widows	Sylvia McDaniel	2002	Kensington Publishing Corporation	http://images.amazon.com/images/P/0821773216.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0821773216.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0821773216.01.LZZZZZZZ.jpg	
12971	0893950106	Ultimate Bay Book: A Guide to the Pleasures of the San Francisco Bay	Terry Milne	1979	Aperture	http://images.amazon.com/images/P/0893950106.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0893950106.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0893950106.01.LZZZZZZZ.jpg	
12972	0425133192	Sunset Secrets (Sunset Island Series)	Cherie Bennett	1992	Berkley Publishing Group	http://images.amazon.com/images/P/0425133192.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425133192.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425133192.01.LZZZZZZZ.jpg	
12973	0440235278	The Scoundrel's Vow	Sherri Browning	1999	Dell Publishing Company	http://images.amazon.com/images/P/0440235278.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440235278.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440235278.01.LZZZZZZZ.jpg	
12974	0345332105	The Two Towers	J. R. R. Tolkien	1985	Not Avail	http://images.amazon.com/images/P/0345332105.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345332105.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345332105.01.LZZZZZZZ.jpg	
12975	1580761194	A+ Certification Concepts &amp	 Practice Lab. Guide Includes Que E &amp	 T Test Prep with CD-Rom	Charles J. Brooks	1998	Que E &amp	 T	http://images.amazon.com/images/P/1580761194.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1580761194.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1580761194.01.LZZZZZZZ.jpg	
12976	0373259603	Moonstruck In Manhattan (Single In The City) (Harlequin Temptation, No. 860)	Cara Summers	2001	Harlequin	http://images.amazon.com/images/P/0373259603.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373259603.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373259603.01.LZZZZZZZ.jpg	
12977	0425075648	Aftermath	Frederick Downs	1985	Penguin Putnam~mass	http://images.amazon.com/images/P/0425075648.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425075648.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425075648.01.LZZZZZZZ.jpg	
12978	0373078099	Badlands Bad Boy  (The Texas Brand) (Harlequin Intimate Moments, No 809)	Maggie Shayne	1997	Silhouette	http://images.amazon.com/images/P/0373078099.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373078099.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373078099.01.LZZZZZZZ.jpg	
12979	0373078544	Husband She Couldn'T Remember (The Texas Brand) (Intimate Moments , No 854)	Maggie Shayne	1998	Silhouette	http://images.amazon.com/images/P/0373078544.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373078544.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373078544.01.LZZZZZZZ.jpg	
12980	0804109559	At the Hurricane's Eye: U.S. Special Forces from Vietnam to Desert Storm	Greg Walker	1994	Ivy Books	http://images.amazon.com/images/P/0804109559.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0804109559.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0804109559.01.LZZZZZZZ.jpg	
12981	0030725356	The Poetry of Robert Frost	Robert Frost	1969	Holt Rinehart and Winston	http://images.amazon.com/images/P/0030725356.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0030725356.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0030725356.01.LZZZZZZZ.jpg	
12982	0684834014	UNLIMITED PARTNERS : Our American STory	Bob Dole	1996	Simon &amp	 Schuster	http://images.amazon.com/images/P/0684834014.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0684834014.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0684834014.01.LZZZZZZZ.jpg	
12983	037316890X	With Valor And Devotion (Men Of Station Six) (Harlequin American Romance, No. 890)	Charlotte Maclay	2001	Harlequin	http://images.amazon.com/images/P/037316890X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/037316890X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/037316890X.01.LZZZZZZZ.jpg	
12984	1559711868	\Dial B for Birder!\/the Private Files of a Real-Life Bird Detective	Lola Oberman	1992	Creative Pub Intl	http://images.amazon.com/images/P/1559711868.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1559711868.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1559711868.01.LZZZZZZZ.jpg	
12985	0671015362	ROAD RULES PASSPORT ABROAD (Road Rules Passport Abroad)	Alison Pallet	1997	MTV	http://images.amazon.com/images/P/0671015362.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671015362.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671015362.01.LZZZZZZZ.jpg	
12986	0373614691	Vengeance (Super Bolan #69) (Superbolan, 69)	Don Pendleton	1999	Gold Eagle	http://images.amazon.com/images/P/0373614691.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373614691.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373614691.01.LZZZZZZZ.jpg	
12987	0345353773	Decision at Doona	Anne McCaffrey	1994	Del Rey Books	http://images.amazon.com/images/P/0345353773.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345353773.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345353773.01.LZZZZZZZ.jpg	
12988	0671880454	Blaze of Glory (Star Trek The Next Generation, No 34)	Simon Hawke	1995	Pocket	http://images.amazon.com/images/P/0671880454.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671880454.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671880454.01.LZZZZZZZ.jpg	
12989	0671876988	Time Scout : Time Scout	Robert Asprin	1995	Baen	http://images.amazon.com/images/P/0671876988.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671876988.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671876988.01.LZZZZZZZ.jpg	
12990	0061061980	Freshman Road Trip (Freshman Dorm, No 5)	Linda A. Cooney	1994	Harpercollins Childrens Books	http://images.amazon.com/images/P/0061061980.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0061061980.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0061061980.01.LZZZZZZZ.jpg	
12991	0373871074	Mother'S Day Miracle (If Wishes Were Husbands) (Love Inspired (Numbered))	Lois Richer	2000	Steeple Hill	http://images.amazon.com/images/P/0373871074.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373871074.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373871074.01.LZZZZZZZ.jpg	
12992	0515095869	Lone Star and Hickok's Ghost (Lone Star, No 70)	Wesley Ellis	1988	Jove Books	http://images.amazon.com/images/P/0515095869.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0515095869.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0515095869.01.LZZZZZZZ.jpg	
12993	0373244975	Montana Lawman  (Montana Mavericks) (Silhouette Special Edition, No. 1497)	Allison Leigh	2002	Silhouette	http://images.amazon.com/images/P/0373244975.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373244975.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373244975.01.LZZZZZZZ.jpg	
12994	0449148203	Louisiana Dawn	Jennifer Blake	1995	Fawcett Books	http://images.amazon.com/images/P/0449148203.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0449148203.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0449148203.01.LZZZZZZZ.jpg	
12995	0451405145	Darling Annie (Topaz Historical Romances)	Raine Cantrell	1994	Topaz	http://images.amazon.com/images/P/0451405145.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451405145.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451405145.01.LZZZZZZZ.jpg	
12996	0671799576	RED CELL: ROGUE WARRIOR II  (PAPERBACK) : ROGUE WARRIOR II	Richard Marcinko	1994	Pocket	http://images.amazon.com/images/P/0671799576.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671799576.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671799576.01.LZZZZZZZ.jpg	
12997	0380798875	Second Star to the Right	Mary Alice Kruesi	1999	Harper Mass Market Paperbacks (Mm)	http://images.amazon.com/images/P/0380798875.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380798875.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380798875.01.LZZZZZZZ.jpg	
12998	0316655880	Honeymoon: A Novel	Amy Jenkins	2001	Back Bay Books	http://images.amazon.com/images/P/0316655880.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0316655880.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0316655880.01.LZZZZZZZ.jpg	
12999	1878867075	Compass American Guides : Colorado	Jon Klusmire	1992	Fodor's Travel Publications	http://images.amazon.com/images/P/1878867075.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1878867075.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1878867075.01.LZZZZZZZ.jpg	
13000	0373115229	Playing Hard To Get (Harlequin Presents, No 11522)	Arnette Lamb	1992	Harlequin	http://images.amazon.com/images/P/0373115229.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373115229.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373115229.01.LZZZZZZZ.jpg	
13001	0440211476	And One Wore Gray	Heather Graham	1992	Dell Publishing Company	http://images.amazon.com/images/P/0440211476.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440211476.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440211476.01.LZZZZZZZ.jpg	
13002	0671653741	SIXTH COLUMN	Robert A. Heinlein	1988	Baen	http://images.amazon.com/images/P/0671653741.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671653741.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671653741.01.LZZZZZZZ.jpg	
13003	0373226306	Forgiven (Eden'S Children) (Harlequin Intrigue, No. 630)	Amanda Stevens	2001	Harlequin	http://images.amazon.com/images/P/0373226306.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373226306.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373226306.01.LZZZZZZZ.jpg	
13004	0192833618	Persuasion (Oxford World's Classics)	Jane Austen	1998	Oxford University Press	http://images.amazon.com/images/P/0192833618.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0192833618.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0192833618.01.LZZZZZZZ.jpg	
13005	0312978375	Hong Kong : A Jake Grafton Novel (A Jake Grafton Novel)	Stephen Coonts	2001	St. Martin's Paperbacks	http://images.amazon.com/images/P/0312978375.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0312978375.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0312978375.01.LZZZZZZZ.jpg	
13006	0425182681	The Keys of Hell	Jack Higgins	2001	Berkley Publishing Group	http://images.amazon.com/images/P/0425182681.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425182681.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425182681.01.LZZZZZZZ.jpg	
13007	0373484062	Silhouette Sensational	Sharon Sala	2000	Silhouette	http://images.amazon.com/images/P/0373484062.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373484062.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373484062.01.LZZZZZZZ.jpg	
13008	0308101251	Wilderness areas of North America,	Ann Sutton	1974	Funk &amp	 Wagnalls	http://images.amazon.com/images/P/0308101251.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0308101251.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0308101251.01.LZZZZZZZ.jpg	
13009	044106860X	Blue Heaven, Black Night	Sharon Drake	1987	Jove Books	http://images.amazon.com/images/P/044106860X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/044106860X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/044106860X.01.LZZZZZZZ.jpg	
13010	091005004X	Management of Small History Museums	Carl E. Guthe	1964	Univ Pr of Amer	http://images.amazon.com/images/P/091005004X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/091005004X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/091005004X.01.LZZZZZZZ.jpg	
13011	0961655313	Monongahela National Forest hiking guide	Bruce Sundquist	1999	West Virginia Highlands Conservancy	http://images.amazon.com/images/P/0961655313.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0961655313.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0961655313.01.LZZZZZZZ.jpg	
13012	0945564228	Wisdom Hunter	Randall Arthur	1991	Multnomah	http://images.amazon.com/images/P/0945564228.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0945564228.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0945564228.01.LZZZZZZZ.jpg	
13013	0451183193	The Vampire Viscount (Signet Regency Romance)	Karen Harbaugh	1995	Signet Book	http://images.amazon.com/images/P/0451183193.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451183193.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451183193.01.LZZZZZZZ.jpg	
13014	0030437113	Upper New England, a guide to the inns of Maine, New Hampshire, and Vermont (Country inns of America)	Peter Andrews	1980	Knapp Press	http://images.amazon.com/images/P/0030437113.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0030437113.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0030437113.01.LZZZZZZZ.jpg	
13015	067187263X	The MIDNIGHT CLUB : THE MIDNIGHT CLUB	Christopher Pike	1994	Simon Pulse	http://images.amazon.com/images/P/067187263X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/067187263X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/067187263X.01.LZZZZZZZ.jpg	
13016	0155408917	The Imperial Age of Venice 1380-1580	D S Chambers	0	Harcourt Brace* Co	http://images.amazon.com/images/P/0155408917.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0155408917.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0155408917.01.LZZZZZZZ.jpg	
13017	0515109746	Hellion Bride (Bride Trilogy (Paperback))	Catherine Coulter	2001	Jove Books	http://images.amazon.com/images/P/0515109746.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0515109746.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0515109746.01.LZZZZZZZ.jpg	
